# F16 NGUYEN AERO-DATASET
# CM = CM(aoa, aos, dh = 25 deg)
# NUM ROWS: 20
# ROWS aoa_long_breaks_deg: -20.00000,-15.00000,-10.00000,-5.00000,0.00000,5.00000,10.00000,15.00000,20.00000,25.00000,30.00000,35.00000,40.00000,45.00000,50.00000,55.00000,60.00000,70.00000,80.00000,90.00000
# NUM COLUMNS: 19
# COLUMNS aos_breaks_deg: -30.00000,-25.00000,-20.00000,-15.00000,-10.00000,-8.00000,-6.00000,-4.00000,-2.00000,0.00000,2.00000,4.00000,6.00000,8.00000,10.00000,15.00000,20.00000,25.00000,30.00000
-0.08180,-0.10230,-0.10600,-0.13340,-0.18660,-0.21490,-0.21280,-0.20550,-0.20300,-0.20930,-0.22040,-0.21760,-0.21850,-0.20770,-0.19460,-0.13300,-0.10600,-0.10200,-0.08200
-0.11600,-0.14320,-0.16460,-0.20200,-0.26350,-0.27920,-0.28680,-0.29060,-0.30590,-0.30790,-0.30520,-0.29330,-0.28160,-0.27500,-0.27170,-0.20800,-0.17300,-0.15100,-0.12300
-0.15270,-0.18450,-0.21680,-0.24800,-0.27400,-0.28160,-0.28740,-0.29520,-0.30250,-0.33910,-0.29880,-0.29070,-0.28250,-0.27940,-0.27340,-0.24600,-0.21500,-0.18300,-0.15000
-0.17700,-0.20000,-0.23700,-0.25200,-0.26300,-0.26980,-0.27340,-0.27370,-0.27380,-0.27410,-0.27610,-0.27820,-0.27850,-0.27560,-0.26320,-0.25270,-0.23700,-0.20020,-0.17720
-0.17400,-0.19700,-0.23400,-0.24700,-0.24870,-0.24860,-0.24930,-0.24890,-0.25390,-0.25270,-0.25240,-0.25240,-0.25320,-0.25170,-0.24910,-0.24910,-0.23590,-0.19830,-0.17480
-0.16400,-0.19200,-0.21900,-0.24300,-0.24290,-0.24250,-0.24410,-0.24760,-0.25400,-0.25620,-0.25890,-0.25810,-0.24820,-0.24280,-0.24270,-0.24340,-0.21990,-0.19390,-0.16120
-0.12800,-0.16200,-0.18800,-0.21600,-0.22970,-0.22890,-0.23910,-0.25190,-0.26260,-0.25540,-0.25990,-0.25300,-0.25010,-0.23670,-0.23300,-0.22200,-0.19380,-0.16640,-0.13380
-0.11600,-0.14800,-0.18100,-0.21500,-0.21860,-0.21740,-0.22720,-0.22830,-0.22580,-0.21570,-0.21840,-0.22970,-0.23050,-0.23100,-0.21900,-0.21750,-0.18380,-0.15020,-0.11950
-0.06800,-0.09300,-0.12400,-0.15400,-0.22030,-0.23110,-0.22720,-0.22050,-0.22050,-0.21650,-0.21820,-0.21380,-0.25890,-0.27050,-0.27510,-0.21110,-0.18110,-0.14820,-0.12270
-0.07500,-0.10900,-0.13200,-0.13300,-0.18820,-0.21230,-0.22640,-0.23040,-0.23370,-0.23250,-0.23220,-0.22690,-0.22430,-0.23820,-0.24650,-0.18280,-0.18480,-0.15950,-0.12500
-0.09700,-0.18600,-0.18600,-0.19800,-0.19890,-0.18280,-0.17980,-0.17620,-0.17510,-0.17400,-0.17320,-0.17820,-0.18550,-0.18750,-0.18520,-0.18240,-0.17320,-0.14780,-0.08140
-0.10400,-0.16000,-0.18500,-0.20800,-0.19360,-0.17460,-0.15030,-0.14330,-0.14160,-0.14010,-0.14400,-0.15020,-0.15550,-0.16160,-0.16940,-0.18250,-0.16030,-0.13560,-0.08080
-0.02500,-0.08400,-0.11200,-0.13000,-0.12480,-0.11570,-0.11820,-0.12450,-0.14000,-0.13200,-0.14110,-0.14630,-0.15320,-0.15230,-0.15620,-0.16360,-0.14320,-0.11590,-0.05820
-0.05700,-0.06800,-0.08800,-0.12600,-0.11570,-0.10180,-0.10550,-0.12030,-0.12300,-0.11130,-0.12320,-0.13040,-0.13500,-0.14450,-0.14880,-0.16180,-0.11880,-0.10030,-0.09330
-0.10800,-0.09300,-0.09300,-0.08700,-0.07450,-0.08940,-0.11980,-0.13880,-0.13660,-0.12340,-0.12540,-0.14160,-0.14630,-0.15080,-0.14210,-0.15500,-0.15850,-0.15880,-0.17710
-0.12500,-0.11500,-0.20700,-0.10300,-0.05880,-0.08310,-0.10950,-0.07910,-0.11890,-0.09290,-0.11860,-0.15330,-0.15230,-0.13040,-0.11580,-0.15800,-0.26120,-0.17020,-0.18120
-0.14300,-0.08200,-0.08500,-0.09100,-0.12510,-0.14920,-0.15070,-0.15700,-0.15890,-0.15840,-0.16890,-0.17730,-0.19470,-0.19820,-0.21500,-0.18080,-0.17370,-0.17190,-0.23330
-0.42200,-0.43800,-0.42500,-0.43300,-0.33900,-0.32310,-0.23730,-0.25470,-0.22770,-0.23030,-0.35050,-0.19310,-0.18800,-0.23710,-0.27010,-0.36350,-0.35630,-0.36970,-0.35340
-0.45000,-0.50000,-0.52400,-0.51400,-0.46330,-0.46480,-0.47460,-0.48620,-0.46210,-0.47160,-0.44740,-0.39160,-0.40820,-0.42990,-0.45930,-0.51130,-0.52020,-0.49610,-0.44600
-0.56000,-0.59200,-0.51300,-0.59300,-0.56740,-0.60300,-0.57740,-0.60210,-0.59380,-0.58860,-0.58390,-0.56730,-0.57000,-0.58850,-0.56960,-0.59610,-0.61580,-0.59510,-0.56340
