# F16 NGUYEN AERO-DATASET
# CZ = CZ(aoa, aos, dh = -25 deg)
# NUM ROWS: 20
# ROWS aoa_long_breaks_deg: -20.00000,-15.00000,-10.00000,-5.00000,0.00000,5.00000,10.00000,15.00000,20.00000,25.00000,30.00000,35.00000,40.00000,45.00000,50.00000,55.00000,60.00000,70.00000,80.00000,90.00000
# NUM COLUMNS: 19
# COLUMNS aos_breaks_deg: -30.00000,-25.00000,-20.00000,-15.00000,-10.00000,-8.00000,-6.00000,-4.00000,-2.00000,0.00000,2.00000,4.00000,6.00000,8.00000,10.00000,15.00000,20.00000,25.00000,30.00000
1.19400,1.27200,1.31100,1.35600,1.39600,1.34700,1.33900,1.31400,1.32100,1.31500,1.33700,1.33200,1.34000,1.33800,1.29400,1.23500,1.18500,1.14000,1.10000
0.99600,1.05700,1.09000,1.12100,1.12800,1.12900,1.13100,1.14300,1.15800,1.17100,1.17700,1.14200,1.14800,1.13100,1.13700,1.13000,1.10000,1.06000,1.00500
0.79300,0.83200,0.84100,0.85600,0.88700,0.88880,0.89900,0.90900,0.91500,0.92500,0.91000,0.89200,0.88900,0.88100,0.87500,0.83500,0.82100,0.81500,0.78000
0.41000,0.41000,0.42000,0.42500,0.45100,0.46400,0.47400,0.47200,0.47400,0.46900,0.46000,0.45400,0.44700,0.44600,0.44000,0.42400,0.40500,0.39400,0.40300
0.18000,0.15500,0.13500,0.13000,0.14100,0.14900,0.15400,0.15300,0.15100,0.15500,0.15400,0.15100,0.14700,0.13800,0.12900,0.11900,0.13700,0.12300,0.15900
-0.09000,-0.13000,-0.16000,-0.18000,-0.18400,-0.18600,-0.18200,-0.18700,-0.18700,-0.18900,-0.19300,-0.19100,-0.19300,-0.19500,-0.19400,-0.18700,-0.17100,-0.13300,-0.09900
-0.34000,-0.40500,-0.46000,-0.49800,-0.51100,-0.51800,-0.52600,-0.53500,-0.53400,-0.53000,-0.53200,-0.52500,-0.52000,-0.52100,-0.51500,-0.49800,-0.46500,-0.40200,-0.34100
-0.61000,-0.66500,-0.72000,-0.77000,-0.80600,-0.81800,-0.83700,-0.84900,-0.85100,-0.85600,-0.85400,-0.85500,-0.85500,-0.83600,-0.82700,-0.80100,-0.73800,-0.66400,-0.60200
-0.87000,-0.95000,-1.01500,-1.08000,-1.12200,-1.13700,-1.14900,-1.15400,-1.15600,-1.16900,-1.15100,-1.14800,-1.14600,-1.13500,-1.12900,-1.07700,-0.99400,-0.94300,-0.87300
-1.17000,-1.23500,-1.29500,-1.35500,-1.40600,-1.40500,-1.42900,-1.44100,-1.44600,-1.44600,-1.45200,-1.44900,-1.45500,-1.44000,-1.41500,-1.35600,-1.28800,-1.21700,-1.16700
-1.31500,-1.38000,-1.44500,-1.51500,-1.58100,-1.67100,-1.69700,-1.71400,-1.71900,-1.71700,-1.72000,-1.70900,-1.68400,-1.67000,-1.65100,-1.58000,-1.47700,-1.46300,-1.38900
-1.52000,-1.57000,-1.63500,-1.71000,-1.78800,-1.81800,-1.83800,-1.88900,-1.91000,-1.90900,-1.90900,-1.89300,-1.89100,-1.84600,-1.80000,-1.72100,-1.64000,-1.59000,-1.53100
-1.60000,-1.67000,-1.73000,-1.81000,-1.89100,-1.90700,-1.91100,-1.98300,-2.01600,-2.03700,-1.93200,-1.99000,-1.96900,-1.83600,-1.91800,-1.83900,-1.75500,-1.67100,-1.63000
-1.56000,-1.61500,-1.68500,-1.75000,-1.85400,-1.99100,-2.03300,-1.93900,-2.00300,-1.98500,-2.02000,-2.04000,-1.91300,-1.91800,-1.94600,-1.91100,-1.82400,-1.68900,-1.66300
-1.30000,-1.48000,-1.60000,-1.72000,-1.88000,-1.92400,-1.91300,-1.86600,-1.87900,-1.95900,-1.99200,-2.01700,-2.03000,-1.94200,-2.00200,-1.87000,-1.73800,-1.62300,-1.44700
-1.70500,-1.79500,-1.82500,-1.85000,-1.93800,-1.95900,-2.01200,-1.99900,-1.96900,-2.01000,-1.96500,-1.84700,-1.89500,-1.92800,-1.96500,-1.75500,-1.69700,-1.70600,-1.61800
-1.70000,-1.74000,-1.73000,-1.89500,-1.93300,-1.88000,-1.90700,-1.89800,-1.89200,-1.91600,-1.93600,-1.87700,-1.93300,-1.95200,-1.91500,-1.78000,-1.75000,-1.75000,-1.68800
-1.69000,-1.74000,-1.73500,-1.83000,-1.81300,-1.86400,-2.00400,-1.95000,-1.92500,-1.95700,-1.90500,-1.83300,-1.93200,-1.95200,-1.89300,-1.80000,-1.85300,-1.79900,-1.79100
-1.93500,-1.95000,-1.94500,-1.92000,-1.87200,-1.83800,-1.90800,-1.94900,-1.82600,-1.81600,-1.83700,-1.75500,-1.84800,-1.85800,-1.77400,-1.81000,-1.86400,-1.88500,-1.83400
-1.96000,-1.93500,-1.85000,-1.87000,-1.95300,-2.03600,-2.01300,-1.96800,-1.99000,-1.97800,-1.95700,-1.95600,-1.96200,-2.04800,-1.97000,-1.89500,-1.89000,-1.96900,-1.97000
