# F16 NGUYEN AERO-DATASET
# CNlef = CNlef(aoa, aos)
# NUM ROWS: 14
# ROWS aoa_short_breaks_deg: -20.0000000000,-15.0000000000,-10.0000000000,-5.0000000000,0.0000000000,5.0000000000,10.0000000000,15.0000000000,20.0000000000,25.0000000000,30.0000000000,35.0000000000,40.0000000000,45.0000000000
# NUM COLUMNS: 21
# COLUMNS aos_breaks_deg: -30.0000000000,-25.0000000000,-20.0000000000,-15.0000000000,-10.0000000000,-8.0000000000,-6.0000000000,-4.0000000000,-2.0000000000,-0.0001000000,0.0000000000,0.0001000000,2.0000000000,4.0000000000,6.0000000000,8.0000000000,10.0000000000,15.0000000000,20.0000000000,25.0000000000,30.0000000000
-0.0541000000,-0.0563000000,-0.0461000000,-0.0495000000,-0.0296000000,-0.0208000000,-0.0173000000,-0.0100000000,-0.0043000000,-0.0000002000,0.0000000000,0.0000002000,0.0037000000,0.0076000000,0.0121000000,0.0186000000,0.0231000000,0.0428000000,0.0393000000,0.0494000000,0.0468000000
-0.0678000000,-0.0728000000,-0.0658000000,-0.0539000000,-0.0358000000,-0.0282000000,-0.0204000000,-0.0126000000,-0.0058000000,-0.0000002875,0.0000000000,0.0000002875,0.0057000000,0.0125000000,0.0206000000,0.0288000000,0.0364000000,0.0539000000,0.0658000000,0.0730000000,0.0683000000
-0.0780000000,-0.0773000000,-0.0629000000,-0.0555000000,-0.0370000000,-0.0289000000,-0.0218000000,-0.0142000000,-0.0068000000,-0.0000003425,0.0000000000,0.0000003425,0.0069000000,0.0141000000,0.0224000000,0.0301000000,0.0387000000,0.0572000000,0.0645000000,0.0715000000,0.0794000000
-0.0881000000,-0.0851000000,-0.0753000000,-0.0556000000,-0.0402000000,-0.0308000000,-0.0254000000,-0.0141000000,-0.0067000000,-0.0000003350,0.0000000000,0.0000003350,0.0067000000,0.0144000000,0.0234000000,0.0328000000,0.0430000000,0.0586000000,0.0785000000,0.0872000000,0.0913000000
-0.1060000000,-0.0929000000,-0.0754000000,-0.0593000000,-0.0420000000,-0.0319000000,-0.0222000000,-0.0135000000,-0.0062000000,-0.0000003200,0.0000000000,0.0000003200,0.0066000000,0.0143000000,0.0234000000,0.0340000000,0.0429000000,0.0595000000,0.0759000000,0.0938000000,0.1066000000
-0.1051000000,-0.0877000000,-0.0728000000,-0.0573000000,-0.0410000000,-0.0324000000,-0.0225000000,-0.0140000000,-0.0061000000,-0.0000003075,0.0000000000,0.0000003075,0.0062000000,0.0149000000,0.0229000000,0.0336000000,0.0423000000,0.0589000000,0.0747000000,0.0877000000,0.1069000000
-0.0926000000,-0.0797000000,-0.0731000000,-0.0580000000,-0.0424000000,-0.0327000000,-0.0235000000,-0.0154000000,-0.0064000000,-0.0000003200,0.0000000000,0.0000003200,0.0064000000,0.0115000000,0.0243000000,0.0330000000,0.0425000000,0.0579000000,0.0730000000,0.0796000000,0.0925000000
-0.0632000000,-0.0670000000,-0.0653000000,-0.0549000000,-0.0414000000,-0.0316000000,-0.0223000000,-0.0135000000,-0.0059000000,-0.0000002850,0.0000000000,0.0000002850,0.0055000000,0.0143000000,0.0232000000,0.0325000000,0.0417000000,0.0533000000,0.0656000000,0.0673000000,0.0635000000
-0.0359000000,-0.0191000000,-0.0173000000,-0.0230000000,-0.0216000000,-0.0174000000,-0.0076000000,-0.0058000000,-0.0015000000,-0.0000001125,0.0000000000,0.0000001125,0.0030000000,0.0087000000,0.0159000000,0.0227000000,0.0279000000,0.0292000000,0.0237000000,0.0253000000,0.0421000000
-0.0342000000,-0.0208000000,-0.0017000000,0.0063000000,-0.0059000000,-0.0094000000,-0.0061000000,-0.0029000000,-0.0012000000,-0.0000000500,0.0000000000,0.0000000500,0.0008000000,0.0038000000,0.0069000000,0.0078000000,0.0034000000,-0.0088000000,-0.0008000000,0.0183000000,0.0317000000
-0.0265000000,-0.0047000000,0.0128000000,0.0249000000,0.0198000000,0.0114000000,0.0055000000,0.0057000000,0.0030000000,0.0000001550,0.0000000000,-0.0000001550,-0.0032000000,-0.0077000000,-0.0117000000,-0.0201000000,-0.0276000000,-0.0332000000,-0.0209000000,-0.0034000000,0.0188000000
0.0138000000,0.0391000000,0.0533000000,0.0553000000,0.0434000000,0.0397000000,0.0263000000,0.0206000000,0.0119000000,0.0000005225,0.0000000000,-0.0000005225,-0.0090000000,-0.0134000000,-0.0190000000,-0.0263000000,-0.0328000000,-0.0444000000,-0.0427000000,-0.0279000000,-0.0021000000
0.0302000000,0.0357000000,0.0675000000,0.0645000000,0.0445000000,0.0330000000,0.0214000000,0.0156000000,0.0065000000,0.0000003125,0.0000000000,-0.0000003125,-0.0060000000,-0.0136000000,-0.0155000000,-0.0266000000,-0.0330000000,-0.0532000000,-0.0561000000,-0.0240000000,0.0014000000
0.0003000000,-0.0038000000,0.0214000000,0.0400000000,0.0326000000,0.0261000000,0.0199000000,0.0130000000,0.0047000000,0.0000005425,0.0000000000,-0.0000005425,-0.0170000000,-0.0369000000,-0.0464000000,-0.0533000000,-0.0611000000,-0.0681000000,-0.0495000000,-0.0245000000,-0.0280000000
